Value,Test
123.505,738848
121.998,738849
120.013,738850
120.013,738851
122.124,738852
122.214,738853
131.797,738854
143.467,738855
146.256,738856
133.244,738857
133.244,738858
134.214,738859
135.872,738860
138.827,738861
145.94,738862
149.39,738863
141.258,738864
141.258,738865
140.341,738866
137.52,738867
139.567,738868
134.313,738869
135.85,738870
120.943,738871
120.943,738872
119.239,738873
106.853,738874
103.54,738875
95.789,738876
90.875,738877
82.547,738878
82.547,738879
82.547,738880
82.547,738881
83.43,738882
77.354,738883
80.692,738884
75.156,738885
75.156,738886
75.156,738887
76.197,738888
70.371,738889
65.222,738890
63.988,738891
70.577,738892
70.577,738893
69.106,738894
69.994,738895
69.067,738896
64.202,738897
64.962,738898
63.362,738899
63.362,738900
64.59,738901
56.758,738902
57.859,738903
61.567,738904
60.761,738905
66.354,738906
66.354,738907
65.591,738908
66.875,738909
60.574,738910
57.652,738911
57.732,738912
54.225,738913
54.225,738914
53.838,738915
56.652,738916
58.175,738917
59.101,738918
57.354,738919
58.797,738920
58.797,738921
59.266,738922
58.844,738923
57.279,738924
54.948,738925
54.58,738926
54.197,738927
54.197,738928
54.563,738929
52.712,738930
53.409,738931
54.248,738932
52.425,738933
48.886,738934
48.886,738935
49.139,738936
51.116,738937
48.997,738938
50.306,738939
50.566,738940
52.307,738941
52.307,738942
52.276,738943
50.476,738944
48.473,738945
48.526,738946
48.417,738947
46.295,738948
46.295,738949
46.544,738950
43.88,738951
44.109,738952
44.416,738953
42.234,738954
47.615,738955
47.615,738956
46.748,738957
51.501,738958
46.77,738959
43.736,738960
42.688,738961
43.287,738962
43.287,738963
43.349,738964
40.178,738965
39.61,738966
40.351,738967
41.714,738968
41.547,738969
41.547,738970
42.251,738971
43.381,738972
42.509,738973
42.93,738974
42.83,738975
46.733,738976
46.733,738977
47.313,738978
50.262,738979
49.665,738980
47.359,738981
43.783,738982
43.783,738983
43.783,738984
43.783,738985
43.521,738986
43.327,738987
43.812,738988
43.011,738989
41.699,738990
41.699,738991
41.678,738992
42.299,738993
42.64,738994
42.182,738995
40.944,738996
40.6,738997
40.6,738998
40.93,738999
39.861,739000
39.661,739001
38.707,739002
38.852,739003
39.423,739004
39.423,739005
39.423,739006
38.002,739007
38.3,739008
36.609,739009
35.689,739010
35.108,739011
35.108,739012
35.108,739013
35.278,739014
36.32,739015
35.756,739016
34.457,739017
32.00526316,739018
